   0.00000,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   0.00080,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   0.00480,   0.14660,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   0.00620,   0.09420,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   0.00420,   0.03370,   0.03920,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   0.00180,   0.01620,   0.14380,   0.09860,       nan,       nan,       nan,       nan,       nan,       nan
   0.00070,   0.00820,   0.02320,   0.29990,       nan,       nan,       nan,       nan,       nan,       nan
   0.00040,   0.00530,   0.00970,   0.16630,       nan,       nan,       nan,       nan,       nan,       nan
   0.00020,   0.00130,   0.00190,   0.00500,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.00010,   0.00070,   0.00100,   0.00160,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.00010,   0.00040,   0.00040,   0.00060,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.00010,   0.00010,   0.00010,   0.00010,   0.00000,   0.00000,       nan,       nan,       nan,       nan
   0.00010,   0.00000,   0.00010,   0.00010,   0.00030,   0.00000,   0.00000,       nan,       nan,       nan
   0.00000,   0.00010,   0.00000,   0.00000,   0.00000,   0.00020,   0.00000,       nan,       nan,       nan
   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
