   5.97247,  16.44129,  15.09434,       nan,       nan,       nan,       nan,       nan,       nan,       nan
  10.08464,  10.91363,   9.79270,  10.99806,   0.00000,       nan,       nan,       nan,       nan,       nan
   7.96016,   8.20217,   7.05236,   6.57688,   3.65098,   2.05101,   0.64103,       nan,       nan,       nan
   6.12555,   7.08841,   6.67157,   6.11081,   4.72077,   3.84258,   3.83860,   4.40965,   4.29628,   3.82328
       nan,   0.00000,   6.29575,   5.96339,   4.70293,   3.67086,   3.49539,   3.74747,   3.77756,   4.03253
       nan,       nan,   5.88235,   6.16175,   3.66287,   2.48157,   2.21807,   2.32728,   2.26986,   2.82090
       nan,       nan,   0.00000,   6.86106,   3.25975,   1.91517,   1.50143,   1.49980,   1.36219,   1.80732
       nan,       nan,       nan,  11.00000,   4.96552,   1.86082,   1.01405,   1.02535,   0.86756,   1.16611
       nan,       nan,       nan,  19.23077,   1.97368,   0.79239,   0.63947,   0.73040,   0.52551,   0.75991
       nan,       nan,       nan,   0.00000,   2.27273,   0.87260,   0.43123,   0.52801,   0.34038,   0.47905
       nan,       nan,       nan,   0.00000,   0.00000,   0.55866,   0.39090,   0.44704,   0.21382,   0.33146
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.16722,   0.20400,   0.10013,   0.19956
       nan,       nan,       nan,   0.00000,       nan,   0.00000,   0.17452,   0.60554,   0.07449,   0.13681
       nan,       nan,       nan,   0.00000,       nan,   0.00000,   0.00000,   0.00000,   0.06826,   0.09545
       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.95238,   0.00000,   0.00000,   0.01838
