   5.66003,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   9.62399,  42.85714,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   3.09044,  12.50000,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   4.74576,   3.06748,   0.00000,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   3.38770,   1.52284,   1.68067,   5.26316,       nan,       nan,       nan,       nan,       nan,       nan
   3.52941,   0.00000,   0.00000,   0.00000,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.00000,   0.00000,   0.86957,   0.00000,   0.00000,   0.00000,       nan,       nan,       nan,       nan
   0.00000,   0.00000,   0.00000,   4.65116,   0.00000,   0.00000,   0.00000,       nan,       nan,       nan
       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000
       nan,       nan,       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000
