   5.92012,  13.03021,  10.37752,  10.23840,   5.57940,       nan,       nan,       nan,       nan,       nan
  10.85140,  11.07017,   9.71659,   9.05091,   7.81317,   7.06979,   7.21636,   8.39565,   8.50931,   9.27506
       nan,  12.00000,   7.03846,   7.56723,   6.88856,   5.90196,   5.85874,   6.40378,   6.64286,   7.87714
       nan,       nan,   4.40529,   6.18005,   4.79131,   3.28991,   2.82785,   3.04177,   3.18439,   5.29196
       nan,       nan,  11.11111,   6.11546,   4.39647,   2.36380,   1.63288,   1.69448,   1.57687,   3.33041
       nan,       nan,       nan,   6.51558,   3.68947,   1.60406,   1.01238,   1.11774,   0.88142,   2.13716
       nan,       nan,       nan,   2.29885,   3.94265,   1.34875,   0.65888,   0.74648,   0.50276,   1.40383
       nan,       nan,       nan,   0.00000,   2.27273,   1.81564,   0.52669,   0.48748,   0.32109,   0.88531
       nan,       nan,       nan,   0.00000,   0.00000,   1.35747,   0.53915,   0.27193,   0.21927,   0.54078
       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.53562,   0.25486,   0.08624,   0.30738
       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.13441,   0.08597,   0.15718
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.24390,   0.24783,   0.00000,   0.07763
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.42017,   0.00000,   0.00000,   0.04343
       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.02204
       nan,       nan,       nan,       nan,       nan,   0.00000,   0.00000,   0.00000,   0.00000,   0.00232
