   5.92906,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   9.78385,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   6.87969,  10.40462,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   4.62505,   6.89233,       nan,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   3.03340,   3.99556,   3.63636,       nan,       nan,       nan,       nan,       nan,       nan,       nan
   2.00703,   2.12751,   3.86643,   3.84615,       nan,       nan,       nan,       nan,       nan,       nan
   1.34400,   1.28887,   1.51450,   1.10497,       nan,       nan,       nan,       nan,       nan,       nan
   0.86361,   0.69579,   0.79260,   2.49520,       nan,       nan,       nan,       nan,       nan,       nan
   0.53444,   0.46748,   0.43046,   0.86473,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.30879,   0.24526,   0.26433,   0.37898,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.15995,   0.13685,   0.13117,   0.16962,   0.00000,       nan,       nan,       nan,       nan,       nan
   0.07586,   0.07006,   0.08632,   0.10678,   0.00000,   0.00000,   0.00000,       nan,       nan,       nan
   0.03562,   0.06631,   0.04675,   0.03606,   0.02089,   0.00000,   0.00000,       nan,       nan,       nan
   0.02285,   0.01829,   0.02827,   0.02448,   0.00000,   0.00000,   0.00000,       nan,       nan,       nan
   0.00000,   0.00650,   0.00871,   0.00768,   0.00428,   0.00103,   0.00000,   0.00000,   0.00000,   0.00000
